SCORE	PATH	SYMBOL	START	END	IDENTITY	ACL	FILTER	RETRIEVAL	BACKEND	RERANK	CONTEXT	CALLS
31	backend/onyx/server/manage/opensearch_migration/api.py	get_opensearch_migration_status	24	39	1	2	0	4	3	0	0	Depends,OpenSearchMigrationStatusResponse,admin_router.get,get_opensearch_migration_state,require_permission
31	backend/onyx/server/manage/search_settings.py	get_secondary_search_settings_endpoint	498	506	1	2	0	7	0	0	0	Depends,SavedSearchSettings.from_db_model,get_secondary_search_settings,require_permission,router.get
30	backend/onyx/background/celery/tasks/index_reclaim/tasks.py	execute_old_index_reclaim	273	299	3	0	0	8	0	0	0	_reclaim_row_lock_key,get_redis_client,get_search_settings_by_id,get_session_with_current_tenant,redis_client.lock,row_lock.acquire,row_lock.owned,row_lock.release,run_old_index_reclaim
30	backend/onyx/chat/process_message.py	llm_loop_completion_handle	2006	2125	5	0	0	4	0	0	8	ChatMessageSimple,RuntimeError,append_incognito_message,calculate_total_history_tokens,compress_chat_history,create_chat_history_chain,db_session.get,find_summary_for_branch,get_compression_params,get_session_with_current_tenant,is_connected,logger.debug,record_mode_persists_content,save_chat_turn,state_container.get_all_search_docs,state_container.get_answer_tokens,state_container.get_citation_to_doc,state_container.get_emitted_citations,state_container.get_is_clarification,state_container.get_pre_answer_processing_time,state_container.get_reasoning_tokens,state_container.get_request_params,state_container.get_tool_calls
30	backend/onyx/connectors/gmail/connector.py	GmailConnector._get_all_user_emails	419	456	8	2	0	2	0	0	0	admin_service.users,execute_paginated_retrieval,get_admin_service,logger.warning,user.get
30	backend/onyx/connectors/jira/connector.py	_handle_jira_search_error	149	219	0	3	0	6	0	0	0	ConnectorValidationError,CredentialExpiredError,InsufficientPermissionsError,_format_error_text,e.response.json,error_payload.get,getattr,hasattr,isinstance,join,json.loads,str
30	backend/onyx/db/relationships.py	delete_document_references_from_kg	577	598	0	0	4	4	0	0	2	db_session.flush,db_session.query,delete,filter
30	backend/onyx/document_index/opensearch/search.py	DocumentQuery._get_source_type_filter	1002	1039	0	0	3	6	0	0	0	ValueError,len
30	backend/onyx/document_index/opensearch/search.py	DocumentQuery._get_tag_filter	1041	1076	0	0	3	6	0	0	0	ValueError,len
30	backend/onyx/document_index/opensearch/search.py	DocumentQuery._get_attached_document_id_filter	1191	1223	0	0	3	6	0	0	0	ValueError,len,list
30	backend/onyx/document_index/opensearch/search.py	DocumentQuery._get_hierarchy_node_filter	1225	1258	0	0	3	6	0	0	0	ValueError,len,list
30	backend/onyx/indexing/chunker.py	get_metadata_suffix_for_document_index	41	71	0	0	0	8	2	0	0	get_metadata_keys_to_ignore,isinstance,join,metadata.items,metadata_str.strip,metadata_values.append,metadata_values.extend
30	backend/onyx/indexing/port_reembed.py	_future_semantic_tail	364	376	0	0	0	8	2	0	0	_semantic_tail_was_embedded,rebuild_semantic_tail
30	backend/onyx/natural_language_processing/search_nlp_models.py	RerankingModel._make_direct_rerank_call	1243	1276	0	0	0	4	0	9	0	ValueError,cohere_rerank_api,cohere_rerank_aws,litellm_rerank,pass_aws_key
30	backend/onyx/natural_language_processing/search_nlp_models.py	RerankingModel.predict	1278	1321	0	0	0	4	0	9	0	RerankRequest,RerankResponse,ValueError,asyncio.new_event_loop,asyncio.set_event_loop,len,loop.close,loop.run_until_complete,requests.post,rerank_request.model_dump,response.json,response.raise_for_status,self._make_direct_rerank_call,str,traced_llm_call
30	backend/onyx/server/security/store.py	get_security_settings	371	397	13	0	0	1	0	0	1	CURRENT_TENANT_ID_CONTEXTVAR.get,_CACHE.get,_build_env_defaults,_load_raw_overrides_unlocked,logger.error,merge_with_env
29	backend/onyx/db/engine/shard_routing.py	_lookup_shard_in_catalog	173	203	13	0	0	1	0	0	0	ShardLookupError,connection.execute,engine.connect,first,get_catalog_engine,is_undefined_table,logger.exception,str,text
29	backend/onyx/db/engine/tenant_utils.py	get_schemas_needing_migration	41	126	13	0	0	1	0	0	0	conn.execute,engine.connect,get_engine_for_shard,text,version_by_schema.get
29	backend/onyx/db/index_attempt.py	cancel_indexing_attempts_for_ccpair	968	990	1	3	0	5	0	0	0	IndexAttempt.search_settings_id.in_,datetime.now,db_session.execute,select,stmt.where,update,values,where
29	backend/onyx/db/pinned_personas.py	build_seed_pinned_personas_stmt	90	133	11	0	1	1	0	0	0	Persona.deleted.is_,Persona.display_priority.asc,Persona.id.asc,Persona.id.label,Persona.is_featured.is_,Persona.is_listed.is_,Persona.is_public.is_,from_select,func.row_number,insert,label,literal,nulls_last,over,select,subquery,where
29	backend/onyx/db/port_attempt.py	_reindex_port_scope	230	243	0	5	0	3	0	0	0	db_session.get,fetch_indexable_standard_connector_credential_pair_ids,fetch_port_scope_user_ids
29	backend/onyx/document_index/opensearch/client.py	OpenSearchIndexClient._get_emit_metrics_context_manager	2061	2073	0	0	0	8	0	0	5	nullcontext,track_opensearch_search
29	backend/onyx/document_index/opensearch/schema.py	DocumentSchema.get_index_settings_based_on_environment	587	617	1	0	0	8	1	0	0	-
29	backend/onyx/file_store/utils.py	verify_user_files	321	398	11	0	1	1	0	0	0	UUID,UserFile.file_id.in_,ValueError,all,check_project_ownership,db_session.query,file_descriptor.get,filter,join,log_function_time,logger.warning,project_file_ids.append,set,user_file_ids.append,validate_user_files_ownership
29	backend/onyx/server/features/projects/api.py	get_files_in_project	255	276	7	2	1	1	0	0	0	Depends,OnyxError,Project__UserFile.created_at.desc,UserFileSnapshot.from_model,all,check_project_ownership,db_session.query,filter,join,order_by,require_permission,router.get
29	backend/onyx/server/features/projects/api.py	upsert_project_instructions	401	421	7	2	1	1	0	0	0	Depends,HTTPException,ProjectInstructionsResponse,db_session.commit,db_session.query,db_session.refresh,filter,one_or_none,require_permission,router.post
29	backend/onyx/server/features/projects/api.py	delete_project	490	514	7	2	1	1	0	0	0	Depends,HTTPException,Response,db_session.commit,db_session.delete,db_session.query,filter,list,one_or_none,project.user_files.remove,require_permission,router.delete
28	backend/onyx/background/celery/tasks/index_reclaim/tasks.py	run_old_index_reclaim	231	270	2	0	0	8	0	0	0	_drive_deleting,_drive_pending,_drive_soaking,db_session.commit,db_session.rollback,get_search_settings_by_id,record_failure__no_commit,str,task_logger.error,task_logger.warning
28	backend/onyx/background/celery/tasks/port/tasks.py	_sweep_port_orphan_candidates	193	229	2	3	0	4	0	0	0	clear_port_orphan_candidates,copier.delete_port_written,db_session.commit,get_port_orphan_candidate_doc_ids,get_session_with_current_tenant,log.info,touch_port_progress
28	backend/onyx/connectors/notion/connector.py	NotionConnector.poll_source	1263	1306	0	0	1	8	0	0	0	batch_generator,len,self._filter_pages_by_time,self._get_workspace_hierarchy_node,self._read_pages,self._recursive_load,self._search_notion,self._yield_database_hierarchy_nodes
28	backend/onyx/context/search/federated/slack_search_utils.py	extract_content_words_from_recency_query	542	575	1	0	2	6	0	0	0	_get_combined_stop_words,clean_word_orig.lower,content_words.append,isupper,len,query_text.split,strip,word.lower,word.strip
28	backend/onyx/db/chat.py	translate_db_message_to_chat_message_detail	963	1017	0	0	0	5	0	0	13	ChatMessageDetail,chat_message.citations.items,db_doc_id_to_document_id.get,sorted,translate_db_search_doc_to_saved_search_doc
28	backend/onyx/db/index_attempt.py	get_latest_successful_index_attempt_for_cc_pair_id	727	754	0	4	0	4	0	0	0	IndexAttempt.is_synthetic_seed.is_,IndexAttempt.status.in_,IndexAttempt.targeted_reindex_job_id.is_,db_session.execute,desc,limit,order_by,scalar_one_or_none,select,stmt.join,stmt.where,where
28	backend/onyx/db/notification.py	create_notification	49	111	6	0	1	4	0	0	0	RuntimeError,_notification_additional_data_key,db_session.commit,db_session.query,db_session.scalars,existing_notification_query.first,filter,filter_by,func.now,insert,on_conflict_do_nothing,one_or_none,return_existing,returning,values
28	backend/onyx/db/port_attempt.py	get_reindex_progress_counts	257	284	0	4	0	4	0	0	0	ReindexProgressCounts,_latest_port_status_by_cc_pair,_latest_port_status_by_user,_reindex_port_scope,len,max,sum,values
28	backend/onyx/db/search_settings.py	set_reclaim_intent_on_current__no_commit	302	321	0	4	0	4	0	0	0	SearchSettings.id.desc,db_session.scalar,order_by,select,where
28	backend/onyx/document_index/disabled.py	DisabledDocumentIndex.hybrid_retrieval	70	79	0	0	1	7	1	0	0	RuntimeError
28	backend/onyx/document_index/opensearch/opensearch_document_index.py	OpenSearchDocumentIndex.index	407	532	4	0	0	3	3	0	2	DocumentInsertionRecord,_convert_onyx_chunk_to_opensearch_document,_flush_chunks,current_chunks.append,deleted_doc_ids.add,document_indexing_results.append,indexing_metadata.doc_id_to_chunk_cnt_diff.values,len,logger.debug,logger.warning,self._client.bulk_index_documents,self._client.refresh_index,self.delete,set,sum
28	backend/onyx/document_index/opensearch/opensearch_document_index.py	OpenSearchDocumentIndex.delete	534	570	2	0	0	8	0	0	0	DocumentQuery.delete_from_document_id_query,logger.debug,self._client.delete_by_query
28	backend/onyx/document_index/vespa/chunk_retrieval.py	_vespa_hit_to_inference_chunk	105	164	0	0	0	6	2	0	4	InferenceChunkUncleaned,_process_dynamic_summary,cast,datetime.fromtimestamp,fields.get,get,hit.get,int,isinstance,items,json.loads,logger.error
28	backend/onyx/evals/eval.py	_get_answer_with_tools	148	265	6	2	0	2	0	0	2	ChatSessionCreationRequest,ChatStateContainer,EvalToolResult,LLMOverride,SendMessageRequest,SessionLocal,ToolAssertion,ValueError,_chat_full_response_to_eval_result,configuration.get_configuration,eval_input.get,evaluate_tool_assertions,forced_tool_ids.append,gather_stream_full,get_builtin_tool,get_sqlalchemy_engine,get_user_by_email,handle_stream_message_objects,isolated_ephemeral_session_factory,logger.info,time.time
28	backend/onyx/federated_connectors/interfaces.py	FederatedConnector.search	97	120	0	0	0	8	0	0	4	-
28	backend/onyx/kg/resets/reset_index.py	reset_full_kg_index__commit	16	37	0	0	1	8	0	0	0	KGEntityType.grounded_source_name.isnot,db_session.commit,db_session.query,delete,filter,reset_all_document_kg_stages,update
28	backend/onyx/secondary_llm_flows/time_filter.py	decide_time_filter	147	193	1	0	1	6	0	0	4	TIME_SCOPE_DECISION_PROMPT.format,UserMessage,_parse_time_decision,datetime.now,join,llm.invoke,llm_generation_span,logger.exception,msg.message.strip,now.strftime,record_llm_response
28	backend/onyx/server/documents/standard_oauth.py	oauth_callback	242	279	5	3	0	2	0	0	0	CallbackResponse,CredentialBase,Depends,OnyxError,Query,WEB_DOMAIN.rstrip,_authorization_attempt_store,_get_enabled_oauth_connector,_return_path_with_credential,_validate_additional_kwargs,connector_cls.oauth_code_to_token,consume,create_credential,require_permission,router.get,source.title,str
28	backend/onyx/server/federated/api.py	validate_entities	284	324	1	2	0	6	0	0	0	Depends,HTTPException,Response,_get_federated_connector_instance,connector_instance.validate_entities,dict,federated_connector.credentials.get_value,fetch_federated_connector_by_id,json.loads,logger.error,logger.warning,require_permission,router.head
28	backend/onyx/server/manage/search_settings.py	get_current_search_settings_endpoint	489	494	1	2	0	6	0	0	0	Depends,SavedSearchSettings.from_db_model,get_current_search_settings,require_permission,router.get
27	backend/onyx/background/celery/tasks/port/tasks.py	resume_paused_port_unit	854	886	3	3	0	3	0	0	0	_enqueue_run_port_attempt,get_session_with_current_tenant,resume_paused_port_attempt,task_logger.exception
27	backend/onyx/connectors/box/connector.py	BoxConnector._retrieve_all_slim_docs	765	800	0	3	0	5	0	0	0	RuntimeError,batch.append,callback.progress,callback.should_stop,isinstance,len,next,self._load_one_page,self.build_dummy_checkpoint
27	backend/onyx/connectors/braintrust/connector.py	BraintrustConnector._prompt_to_document	305	344	0	0	0	1	0	0	24	Document,TextSection,_coerce_metadata,_parse_time,_render_value,join,lines.append,message.get,options.get,prompt.get,prompt_block.get,prompt_data.get
27	backend/onyx/connectors/github/connector.py	GithubConnector._fetch_from_github	957	1210	0	3	0	5	0	0	0	ConnectorFailure,ConnectorMissingCredentialError,Document,DocumentFailure,SerializedRepository,ValueError,_convert_issue_to_document,_convert_pr_to_document,_get_batch_rate_limited,cast,checkpoint.cached_repo_ids.pop,checkpoint.reset,copy.deepcopy,deserialize_repository,get_external_access_permission,issue.created_at.replace,issue.updated_at.replace,len,list,logger.exception,logger.info,make_cursor_url_callback,pr.created_at.replace,pr.updated_at.replace,repos.pop,self._fetch_repo_files,self._issues_func,self._pull_requests_func,self.fetch_configured_repos,self.github_client.get_repo,str
27	backend/onyx/context/search/federated/slack_search_utils.py	build_channel_override_query	495	507	0	0	3	5	0	0	0	ch.lstrip,join
27	backend/onyx/db/chat.py	delete_all_chat_sessions_for_user	350	376	10	0	1	1	0	0	0	ChatSession.onyxbot_flow.is_,all,db_session.commit,db_session.execute,db_session.query,delete,delete_messages_and_files_from_chat_session,filter,update,values,where
27	backend/onyx/indexing/indexing_pipeline.py	_maybe_push_documents	1278	1354	4	4	0	1	0	0	0	DocumentPushPayload,doc.doc_updated_at.isoformat,doc_map.get,execute_hook,get_connector_credential_pair,get_document_push_config,get_session_with_current_tenant,isinstance,items,join,next,payload.model_dump,push_document_via_config,str
27	backend/onyx/llm/prompt_cache/cache_manager.py	CacheManager.retrieve_cache_metadata	97	139	7	0	0	4	0	0	1	CacheMetadata.model_validate,datetime.now,logger.debug,self._build_cache_key,self._kv_store.load,self.store_cache_metadata,str
27	backend/onyx/server/documents/connector.py	list_connector_files	442	555	4	4	0	1	0	0	0	ConnectorFileInfo,ConnectorFilesResponse,Depends,HTTPException,_fetch_and_check_file_connector_cc_pair_permissions,_normalize_file_names_for_backwards_compatibility,backfilled_sizes.get,connector.connector_specific_config.get,db_session.commit,db_session.rollback,fetch_connector_by_id,file_store.get_file_size,files.append,get_default_file_store,get_filerecords_by_file_ids,isinstance,logger.warning,record.created_at.isoformat,records_by_id.get,require_permission,router.get,run_functions_tuples_in_parallel,update_filerecord_file_sizes,zip
27	backend/onyx/server/features/mcp/api.py	delete_mcp_server_admin	2652	2713	4	4	0	1	0	0	0	Depends,HTTPException,_ensure_mcp_server_owner_or_admin,_hot_reload_craft_sessions,admin_router.delete,affected_user_ids_for_mcp_server,db_session.commit,delete_mcp_server,delete_tool__no_commit,get_mcp_server_by_id,get_tools_by_mcp_server_id,len,logger.debug,logger.error,logger.info,require_permission
27	backend/onyx/server/features/projects/api.py	get_projects	147	155	6	2	1	1	0	0	0	Depends,UserProjectSnapshot.from_model,all,db_session.query,filter,require_permission,router.get
27	backend/onyx/server/features/projects/api.py	get_project	238	251	6	2	1	1	0	0	0	Depends,HTTPException,UserProjectSnapshot.from_model,db_session.query,filter,one_or_none,require_permission,router.get
27	backend/onyx/server/features/projects/api.py	get_project_instructions	374	389	6	2	1	1	0	0	0	Depends,HTTPException,ProjectInstructionsResponse,db_session.query,filter,one_or_none,require_permission,router.get
27	backend/onyx/server/features/projects/api.py	update_project	462	486	6	2	1	1	0	0	0	Depends,HTTPException,UserProjectSnapshot.from_model,_validate_project_field_length,db_session.commit,db_session.query,db_session.refresh,filter,one_or_none,require_permission,router.patch
27	backend/onyx/server/features/projects/api.py	move_chat_session	632	648	6	2	1	1	0	0	0	Depends,HTTPException,Response,db_session.commit,db_session.query,filter,one_or_none,require_permission,router.post
27	backend/onyx/server/features/projects/api.py	remove_chat_session	652	667	6	2	1	1	0	0	0	Depends,HTTPException,Response,db_session.commit,db_session.query,filter,one_or_none,require_permission,router.post
26	backend/onyx/chat/citation_processor.py	DynamicCitationProcessor.get_seen_citations	565	583	0	0	0	4	0	0	14	-
26	backend/onyx/chat/process_message.py	_should_enable_slack_search	205	218	0	0	5	2	0	0	0	-
26	backend/onyx/connectors/google_drive/connector.py	GoogleDriveConnector.make_drive_id_getter	856	909	1	0	0	8	0	0	0	checkpoint.completion_map.items,completion.processed_drive_ids.add,drive_id_status.items,logger.debug,threading.Lock
26	backend/onyx/connectors/google_drive/file_retrieval.py	get_all_files_for_oauth	666	713	1	0	0	8	0	0	0	_get_fields_for_file_type,_resolve_file_shortcuts,execute_paginated_retrieval_with_max_pages,generate_time_range_filter,logger.info,service.files
26	backend/onyx/connectors/jira/connector.py	JiraConnector.__init__	519	547	1	2	1	4	0	0	0	jira_base_url.rstrip,set
26	backend/onyx/context/search/federated/slack_search_utils.py	extract_channel_references_from_query	396	430	1	0	0	8	0	0	0	channel_references.add,match.group,query_text.lower,re.finditer,set
26	backend/onyx/db/notification.py	get_notifications	161	186	4	0	0	6	0	0	0	Notification.dismissed.asc,Notification.first_shown.desc,Notification.id.desc,_notification_filters,all,db_session.execute,list,offset,query.limit,query.order_by,scalars,select,where
26	backend/onyx/db/persona.py	remove_user_from_persona_shares	974	997	6	0	2	2	0	0	0	ValueError,db_session.commit,db_session.query,delete,filter,mark_persona_user_files_for_sync,one_or_none
26	backend/onyx/db/port_orphan_candidate.py	record_port_orphan_candidates_for_document	86	106	0	5	0	2	0	0	0	get_cc_pairs_for_document,port_target_settings_id,record_port_orphan_candidates
26	backend/onyx/db/port_orphan_candidate.py	cleanup_stale_port_orphan_candidates	186	201	0	1	1	6	0	0	0	db_session.commit,db_session.query,query.delete,query.filter
26	backend/onyx/db/tools.py	get_tools	33	66	1	0	0	8	0	0	0	Tool.enabled.is_,Tool.in_code_tool_id.is_,Tool.mcp_server_id.is_,Tool.openapi_schema.is_not,all,db_session.scalars,func.jsonb_typeof,list,or_,query.outerjoin,query.where,select,where
26	backend/onyx/document_index/opensearch/opensearch_document_index.py	OpenSearchDocumentIndex.__init__	297	330	7	0	0	4	0	0	0	OpenSearchIndexClient,_verified_index_names_for_current_process.add,logger.error,self.verify_and_create_index_if_necessary
26	backend/onyx/document_index/vespa/shared_utils/vespa_request_builders.py	_build_weighted_set_filter	46	60	1	2	1	1	3	0	0	join
26	backend/onyx/natural_language_processing/search_nlp_models.py	EmbeddingModel._batch_encode_texts	956	1139	8	0	0	3	0	0	1	ConnectorStopSignal,EmbedRequest,ThreadPoolExecutor,_get_or_create_event_loop,as_completed,asyncio.get_running_loop,batch_list,batch_results.append,batch_results.sort,cast,embeddings.extend,enumerate,executor.submit,format,future.result,len,logger.debug,logger.exception,loop.run_until_complete,observe_embedding_client,pool.submit,process_batch,result,self._make_direct_api_call,self._make_model_server_request,self.callback.should_stop,str,sum,time.monotonic,traced_llm_call,track_embedding_in_progress
26	backend/onyx/server/manage/search_settings.py	_reclaim_abandoned_future	359	402	10	0	0	2	0	0	0	TenantState,get_current_tenant_id,has_active_port_attempts,logger.error,logger.exception,mark_abandoned_future_for_reclaim__no_commit,reclaim_index_data
26	backend/onyx/server/query_and_chat/chat_backend.py	get_user_chat_sessions	199	254	6	2	0	2	0	0	0	ChatSessionDetails,ChatSessionsResponse,Depends,HTTPException,Query,ValueError,chat.time_created.isoformat,chat.time_updated.isoformat,datetime.datetime.fromisoformat,get_chat_sessions_by_user,len,require_permission,router.get
26	backend/onyx/server/settings/api.py	admin_patch_settings	69	141	3	2	0	4	0	0	0	Depends,OnyxError,actor_from_user,admin_router.patch,emit_audit_event,existing.model_copy,get_tier,getattr,global_version.is_ee_version,load_settings,require_permission,settings_write_lock,store_settings,tier_at_least
25	backend/onyx/auth/scoped_permissions.py	manages_group	142	161	5	3	0	1	0	0	0	get_scoped_groups,has_global_permission
25	backend/onyx/auth/users.py	UserManager._upgrade_user_to_standard__sync	894	936	9	0	1	1	0	0	0	_invalidate_license_cache_after_seat_change,_upgrade_will_add_seat,assign_user_to_default_groups__no_commit,bool,enforce_seat_limit_locked,filter,first,get_session_with_current_tenant,logger.warning,self.password_helper.hash,sync_db.commit,sync_db.query
25	backend/onyx/background/celery/tasks/monitoring/tasks.py	_collect_queue_metrics	160	201	0	4	0	2	1	0	0	Metric,celery_get_queue_length,metrics.append,queue_mappings.items
25	backend/onyx/connectors/confluence/connector.py	ConfluenceConnector._construct_attachment_query	489	509	0	0	1	7	0	0	0	datetime.fromtimestamp,strftime
25	backend/onyx/connectors/confluence/connector.py	ConfluenceConnector.retrieve_all_slim_docs_perm_sync	1089	1124	0	4	0	3	0	0	0	logger.warning,self._retrieve_all_slim_docs
25	backend/onyx/connectors/gmail/connector.py	GmailConnector._fetch_threads_impl	458	535	2	0	0	7	0	0	0	ExternalAccess,RuntimeError,SlimDocument,_build_time_range_query,_full_thread_from_id,_is_mail_service_disabled_error,callback.progress,callback.should_stop,execute_paginated_retrieval_with_max_pages,get_gmail_service,gmail_service.users,isinstance,len,logger.info,logger.warning,set,set_page_token,slim_doc_batch.append,threads
25	backend/onyx/connectors/google_drive/connector.py	GoogleDriveConnector._retrieve_all_slim_docs_impl	2154	2175	0	4	0	3	0	0	0	PermissionError,logger.info,self._extract_slim_docs_from_google_drive,self.build_dummy_checkpoint,str
25	backend/onyx/connectors/jira/connector.py	JiraConnector._retrieve_all_slim_docs	906	1009	0	4	0	3	0	0	0	SlimDocument,_perform_jql_search,best_effort_get_field_from_issue,build_jira_url,datetime.now,len,make_checkpoint_callback,self._get_jql_query,self._get_parent_hierarchy_raw_node_id,self._get_project_permissions,self._is_epic,self._yield_epic_hierarchy_node,self._yield_parent_hierarchy_node_if_epic,self._yield_project_hierarchy_node,self.build_dummy_checkpoint,self.update_checkpoint_for_next_run,set,slim_doc_batch.append,slim_doc_batch.extend,time_str_to_utc,timedelta,timestamp,total_seconds
25	backend/onyx/connectors/notion/connector.py	NotionConnector._load_all_pages	1196	1231	0	0	1	7	0	0	0	NotionPage,batch_generator,self._get_workspace_hierarchy_node,self._read_pages,self._recursive_load,self._search_notion,self._yield_database_hierarchy_nodes
25	backend/onyx/connectors/teams/utils.py	execute_query_with_retry	48	88	0	0	1	7	0	0	0	RuntimeError,_backoff_seconds,e.response.headers.get,logger.warning,query.execute_query,range,time.sleep
25	backend/onyx/db/engine/sql_engine.py	get_session_with_tenant	518	549	11	0	0	1	0	0	0	HTTPException,Session,_safe_close_session,engine.connect,execution_options,get_engine_for_tenant,is_valid_schema_name
25	backend/onyx/db/index_attempt.py	get_index_attempt	82	102	0	4	0	3	0	0	0	db_session.scalars,first,joinedload,select,stmt.options,where
25	backend/onyx/db/input_prompt.py	disable_input_prompt_for_user	224	249	6	0	0	1	0	0	10	InputPrompt__User,db_session.add,db_session.commit,db_session.query,filter_by,first
25	backend/onyx/db/opensearch_migration.py	get_opensearch_migration_state	383	406	2	0	0	4	3	0	0	db_session.query,first
25	backend/onyx/db/slack_channel_config.py	create_slack_channel_persona	42	82	1	3	0	3	0	0	2	_build_persona_name,db_session.scalar,get_builtin_tool,select,upsert_persona,where
25	backend/onyx/document_index/opensearch/opensearch_document_index.py	OpenSearchDocumentIndex.delete_port_written_chunks	572	591	2	0	0	7	0	0	0	DocumentQuery.delete_port_written_chunks_query,dict.fromkeys,len,list,range,self._client.delete_by_query
25	backend/onyx/server/features/build/user_library/api.py	get_library_tree	152	176	4	2	0	3	0	0	0	Depends,LibraryEntryResponse,datetime.now,doc.semantic_id.split,doc_metadata.get,entries.append,list_user_files,require_permission,router.get
25	backend/onyx/server/manage/search_settings.py	delete_search_settings_endpoint	474	485	1	2	0	5	0	0	0	Depends,HTTPException,delete_search_settings,require_permission,router.delete,str
25	backend/onyx/server/manage/web_search/api.py	list_search_providers	70	89	1	2	0	5	0	0	0	Depends,WebSearchProviderType,WebSearchProviderView,admin_router.get,fetch_web_search_providers,provider.api_key.get_value,require_permission
25	backend/onyx/server/manage/web_search/api.py	activate_search_provider	167	185	1	2	0	5	0	0	0	Depends,WebSearchProviderType,WebSearchProviderView,admin_router.post,db_session.commit,provider.api_key.get_value,require_permission,set_active_web_search_provider
25	backend/onyx/server/manage/web_search/api.py	upsert_content_provider_endpoint	273	331	1	2	0	5	0	0	0	Depends,HTTPException,WebContentProviderConfig,WebContentProviderType,WebContentProviderView,admin_router.post,db_session.commit,db_session.execute,db_session.flush,fetch_web_content_provider_by_name,insert,on_conflict_do_update,provider.api_key.get_value,require_permission,upsert_web_content_provider,values
25	backend/onyx/tools/tool_implementations/open_url/open_url_tool.py	OpenURLTool._fallback_link_lookup	753	806	0	0	4	3	0	0	0	_dedupe_document_requests,_lookup_document_ids_by_link,indexed_result.missing_document_ids.extend,indexed_result.sections.extend,intersection,self._retrieve_indexed_documents_with_filters,set,sorted
25	backend/onyx/tools/tool_implementations/utils.py	convert_inference_sections_to_llm_string	29	125	0	0	0	2	0	0	19	FILE_ASSOCIATED_GUIDANCE.format,authors.extend,chunk.source_links.values,chunk.updated_at.isoformat,iter,json.dumps,next,results.append,sandbox_filename_for_document
24	backend/onyx/background/celery/tasks/docprocessing/tasks.py	docprocessing_task	1476	1504	2	3	0	1	1	0	2	INDEX_ATTEMPT_INFO_CONTEXTVAR.reset,INDEX_ATTEMPT_INFO_CONTEXTVAR.set,_docprocessing_task,shared_task,start_heartbeat,stop_heartbeat
24	backend/onyx/chat/chat_state.py	ChatStateContainer.__init__	45	65	0	0	0	6	0	0	6	set,threading.Lock
24	backend/onyx/chat/chat_utils.py	build_citation_map_from_infos	361	382	1	0	0	2	0	0	16	doc_id_to_saved_doc_id_map.get
24	backend/onyx/chat/llm_step.py	run_llm_step	1575	1626	4	0	0	4	0	0	4	emitter.emit,next,run_llm_step_pkt_generator
24	backend/onyx/db/chat.py	get_chat_messages_by_session	593	632	3	3	0	2	0	0	0	all,db_session.scalars,get_chat_session_by_id,list,nullsfirst,order_by,select,selectinload,stmt.options,unique,where
24	backend/onyx/db/document.py	get_accessible_documents_for_hierarchy_node_paginated	563	628	3	1	2	2	0	0	0	DbDocument.id.asc,DbDocument.id.desc,DbDocument.last_modified.asc,DbDocument.last_modified.desc,DbDocument.last_synced.asc,DbDocument.last_synced.desc,DbDocument.semantic_id.asc,DbDocument.semantic_id.desc,_apply_last_updated_cursor_filter,_apply_name_cursor_filter_asc,_apply_name_cursor_filter_desc,all,apply_document_access_filter,db_session.execute,list,nulls_first,nulls_last,scalars,select,stmt.distinct,stmt.limit,stmt.order_by,where
24	backend/onyx/db/mcp.py	get_mcp_servers_for_persona	80	107	3	1	2	2	0	0	0	MCPServer.id.in_,all,db_session.query,filter,first,list,mcp_server_ids.add,set
24	backend/onyx/document_index/opensearch/client.py	OpenSearchIndexClient.iter_chunks_for_doc_ids	1882	1920	0	0	0	7	1	0	0	self.close_pit,self.fetch_chunks_for_doc_ids,self.open_pit
24	backend/onyx/document_index/vespa/shared_utils/vespa_request_builders.py	build_vespa_id_based_retrieval_yql	278	294	0	0	0	6	2	0	0	-
24	backend/onyx/document_index/vespa/vespa_document_index.py	VespaDocumentIndex.get_all_raw_document_chunks_paginated	1049	1075	6	0	0	1	3	0	0	TenantState,get_all_chunks_paginated
24	backend/onyx/llm/factory.py	get_contextual_rag_llm_for_search_settings	427	437	2	0	0	5	0	0	5	fetch_default_contextual_rag_model,get_llm_for_contextual_rag,get_session_with_current_tenant
24	backend/onyx/onyxbot/slack/handlers/handle_buttons.py	handle_publish_ephemeral_message_button	196	362	3	0	0	3	0	0	9	ChatBasicResponse,SearchDoc.from_saved_search_doc,SlackMessageInfo,ValueError,WebhookClient,_build_citation_list,build_slack_response_blocks,get,get_chat_message,get_session_with_current_tenant,get_user_by_email,json.loads,logger.error,remove_answer_citations,respond_in_thread_or_channel,translate_db_message_to_chat_message_detail,value_dict.get,webhook.send
24	backend/onyx/server/features/build/scheduled_tasks/api.py	list_task_runs	559	591	5	2	0	2	0	0	0	Depends,Query,RunListResponse,RunSummary.from_model,_parse_cursor,len,list_runs_for_task,require_permission,router.get,started_at.isoformat
24	backend/onyx/server/features/hierarchy/api.py	list_accessible_hierarchy_node_documents	97	149	5	2	0	2	0	0	0	Depends,DocumentPageCursor.from_document,DocumentSummary,HierarchyNodeDocumentsResponse,_get_user_access_info,_require_opensearch,get_accessible_documents_for_hierarchy_node_paginated,len,require_permission,router.post
