SCORE	PATH	SYMBOL	START	END	IDENTITY	ACL	FILTER	RETRIEVAL	BACKEND	RERANK	CONTEXT	CALLS
49	backend/onyx/connectors/sharepoint/connector.py	SharepointConnector._fetch_slim_documents_from_sharepoint	2310	2488	0	11	0	1	0	0	2	ExternalAccess.empty,SharepointConnectorCheckpoint,SlimDocument,ValueError,_convert_driveitem_to_slim_document,_convert_sitepage_to_slim_document,_graph_error_code,_parse_sharepoint_datetime,doc_batch.append,doc_batch.extend,isinstance,len,logger.debug,logger.warning,self._create_rest_client_context,self._extract_folder_path_from_parent_reference,self._fetch_driveitems,self._fetch_site_pages,self._filter_excluded_sites,self._get_parent_hierarchy_url,self._is_driveitem_excluded,self._yield_drive_hierarchy_node,self._yield_folder_hierarchy_nodes,self._yield_site_hierarchy_node,self.fetch_sites,site_page.get,str
49	backend/onyx/connectors/teams/connector.py	_collect_all_teams	526	666	0	0	4	11	0	0	0	ValueError,_add_prefer_header,_build_simple_odata_filter,_can_use_odata_filter,_filter_team,execute_query_with_retry,filter,graph_client.teams.get,isinstance,len,logger.error,logger.info,logger.warning,partial,query.before_execute,requested_set.issubset,set,teams.extend,top,type
49	backend/onyx/document_index/interfaces_new.py	RandomCapable.random_retrieval	453	475	0	2	5	7	0	0	0	-
49	backend/onyx/document_index/opensearch/port_copy.py	PortCopier.__init__	167	190	0	0	0	15	1	0	1	DefaultIndexingEmbedder.from_db_search_settings,OpenSearchIndexClient,_build_augmentation_ctx,build_opensearch_document_index,get_tokenizer,select_reembed_strategy
49	backend/onyx/onyxbot/slack/blocks.py	_build_main_response_blocks	340	375	0	0	4	11	0	0	0	SectionBlock,_split_text,cast,decode_escapes,format_slack_message,remove_slack_text_interactions
49	backend/onyx/server/features/mcp/api.py	get_mcp_servers_for_admin	2269	2316	7	8	0	1	0	0	0	Depends,HTTPException,MCPServersResponse,_db_mcp_server_to_api_mcp_server,admin_router.get,can_manage_mcp_server,get_all_mcp_servers,get_mcp_server_ids_connected_to_groups,get_scoped_groups,has_permission,logger.error,logger.info,mcp_server_permissions,require_permission,type
48	backend/onyx/background/celery/tasks/docprocessing/tasks.py	monitor_indexing_attempt_progress	419	510	3	9	0	2	0	0	0	IndexingCoordination.get_coordination_status,check_indexing_completion,db_session.commit,get_connector_credential_pair_from_id,get_db_current_time,get_document_batch_storage,get_session_with_current_tenant,logger.exception,logger.info,mark_attempt_canceled,mark_attempt_failed,storage.cleanup_all_batches,str,task_logger.info,task_logger.warning,traceback.format_exc
48	backend/onyx/background/celery/tasks/user_file_processing/tasks.py	process_user_file_impl	631	740	16	0	0	3	2	0	1	_as_uuid,_load_user_file_documents,_process_user_file_with_indexing,_process_user_file_without_vector_db,_user_file_lock_key,_user_file_queued_key,db_session.add,db_session.commit,db_session.get,delete_files_best_effort,file_lock.acquire,file_lock.owned,file_lock.release,get_redis_client,get_session_with_current_tenant,len,redis_client.delete,redis_client.lock,task_logger.exception,task_logger.info,task_logger.warning,time.monotonic
48	backend/onyx/connectors/confluence/connector.py	ConfluenceConnector._retrieve_all_slim_docs	1168	1331	0	6	0	8	0	0	0	RuntimeError,SlimDocument,_get_page_id,attachment.get,build_confluence_document_id,callback.progress,callback.should_stop,datetime_from_string,doc_metadata_list.append,doc_metadata_list.extend,get,get_all_space_permissions,get_external_access,get_page_restrictions,get_page_restrictions_with_per_ancestor_fetch,join,len,media_type.startswith,page.get,self._construct_page_cql_query,self._get_parent_hierarchy_raw_id,self._maybe_yield_page_hierarchy_node,self._retrieve_attachments_for_slim_page,self._yield_ancestor_hierarchy_nodes,self._yield_space_hierarchy_nodes,self.confluence_client.cql_paginate_all_expansions,space_level_access_info.get,validate_attachment_filetype
48	backend/onyx/db/index_attempt.py	get_last_attempt_for_cc_pair	30	42	0	4	2	8	0	0	0	IndexAttempt.targeted_reindex_job_id.is_,IndexAttempt.time_updated.desc,db_session.query,filter,first,query.filter,query.order_by
48	backend/onyx/db/index_attempt.py	get_recent_completed_attempts_for_cc_pair	45	62	0	4	2	8	0	0	0	IndexAttempt.status.notin_,IndexAttempt.targeted_reindex_job_id.is_,IndexAttempt.time_updated.desc,all,db_session.query,filter,limit,query.filter,query.order_by
48	backend/onyx/db/index_attempt.py	get_recent_attempts_for_cc_pair	65	79	0	4	2	8	0	0	0	IndexAttempt.targeted_reindex_job_id.is_,IndexAttempt.time_updated.desc,all,db_session.query,filter,limit,query.filter,query.order_by
48	backend/onyx/db/opensearch_migration.py	update_vespa_visit_progress_with_commit	276	309	3	0	0	4	10	0	0	RuntimeError,db_session.commit,db_session.query,first,json.dumps
48	backend/onyx/document_index/factory.py	_build_opensearch_pair	48	70	0	0	0	14	2	0	0	IndexingSetting.from_db_model,OpenSearchIndexPair,build_opensearch_document_index
48	backend/onyx/main.py	validate_no_vector_db_settings	315	340	6	0	0	1	11	0	0	RuntimeError
48	backend/onyx/server/features/persona/models.py	FullPersonaSnapshot.from_model	424	486	6	6	0	2	0	0	6	AttachedDocumentSnapshot.from_model,DocumentSetSummary.from_model,FullPersonaSnapshot,HierarchyNodeSnapshot.from_model,MinimalUserSnapshot,PersonaLabelSnapshot.from_model,ToolSnapshot.from_model,ValueError,_group_shares_from_model,_owner_group_from_model,_user_shares_from_model,derive_persona_sharing_status,logger.warning,should_expose_tool_to_fe,str
48	backend/onyx/server/features/projects/api.py	unlink_user_file_from_project	280	317	13	2	2	2	0	0	0	Depends,HTTPException,Response,_trigger_user_file_project_sync,db_session.commit,db_session.query,filter,get_current_tenant_id,one_or_none,project.user_files.remove,require_permission,router.delete
47	backend/onyx/background/celery/tasks/monitoring/tasks.py	monitor_celery_queues_helper	930	1026	0	8	0	4	1	0	0	celery_get_broker_client,celery_get_queue_length,celery_get_unacked_task_ids,len,task_logger.info
47	backend/onyx/chat/citation_processor.py	DynamicCitationProcessor.__init__	148	213	0	0	0	4	0	0	35	re.compile,set
47	backend/onyx/context/search/retrieval/search_runner.py	_keyword_search	78	86	0	0	2	11	2	0	0	document_index.keyword_retrieval
47	backend/onyx/document_index/opensearch/opensearch_document_index.py	OpenSearchIndexPair.hybrid_retrieval	1104	1120	0	0	2	13	0	0	0	self._primary.hybrid_retrieval
47	backend/onyx/document_index/vespa/vespa_document_index.py	VespaIndexPair.hybrid_retrieval	1315	1331	0	0	2	13	0	0	0	self._primary.hybrid_retrieval
47	backend/onyx/main.py	get_application	516	791	1	4	0	8	0	0	5	FastAPI,FastApiIntegration,GoogleOAuth2,StarletteIntegration,WEB_DOMAIN.rstrip,add_endpoint_context_middleware,add_latency_logging_middleware,add_onyx_request_id_middleware,application.add_exception_handler,application.add_middleware,check_router_auth,create_onyx_oauth_router,fastapi_users.get_auth_router,fastapi_users.get_refresh_router,fastapi_users.get_register_router,fastapi_users.get_reset_password_router,fastapi_users.get_users_router,fastapi_users.get_verify_router,include_auth_router_with_prefix,include_router_with_global_prefix_prepended,init_sentry,list,logger.debug,logger.warning,register_onyx_exception_handlers,setup_prometheus_metrics,use_route_function_names_as_operation_ids
46	backend/onyx/auth/users.py	complete_login_flow	2598	2715	20	0	0	1	0	0	3	OnyxError,RedirectResponse,SESSION_TENANT_OVERRIDE_CONTEXTVAR.get,add_url_params,backend.login,capture_oauth_login_claims,complete_mobile_sso,fetch_ee_implementation_or_noop,header_name.lower,is_mobile_sso,oauth_client.get_id_email,redirect_response.headers.append,response.headers.items,sanitize_next_url,state_data.get,token.get,user_manager.oauth_callback,user_manager.on_after_login
46	backend/onyx/background/indexing/checkpointing_utils.py	get_latest_valid_checkpoint	68	159	0	8	1	3	0	0	1	candidate.status.is_successful,candidate.status.should_reuse_checkpoint,connector.build_dummy_checkpoint,get_recent_completed_attempts_for_cc_pair,len,load_checkpoint,logger.exception,logger.info,logger.warning
46	backend/onyx/connectors/hubspot/connector.py	HubSpotConnector._search_time_range	260	329	0	0	1	14	0	0	0	datetime.fromisoformat,datetime.fromtimestamp,get,int,last_ts_ms.replace,len,logger.error,results.append,self._build_time_filter_group,self._search_paginated_results,self._search_time_range
46	backend/onyx/db/index_attempt.py	get_latest_index_attempts_by_status	581	623	0	6	1	6	0	0	0	IndexAttempt.targeted_reindex_job_id.is_,all,db_session.execute,func.max,join,label,latest_filter_stmt.group_by,latest_filter_stmt.where,scalars,select,subquery,where
46	backend/onyx/db/opensearch_migration.py	get_opensearch_retrieval_state	409	424	2	0	0	12	2	0	0	db_session.query,first
46	backend/onyx/document_index/interfaces_new.py	HybridCapable.semantic_retrieval	426	444	0	1	3	9	1	0	0	-
46	backend/onyx/indexing/port_reembed.py	_augmentation_reembed	379	469	2	0	0	3	5	0	18	DocAwareChunk,DocumentChunk,ValueError,_bare_contents,_future_semantic_tail,_match_embeddings_by_identity,_reconstruct_source_document,_title_prefix,add_contextual_summaries,append,defaultdict,dict,embedder.embed_chunks,ensure_trace,generate_enriched_content_for_chunk_text,pairs_by_doc.items,results.append,zip
46	backend/onyx/indexing/vector_db_insertion.py	write_chunks_to_vector_db_with_backoff	31	125	3	0	0	2	11	0	1	ConnectorFailure,DocumentFailure,RuntimeError,_log_insufficient_storage_error,chain,document_index.index,failures.append,first_chunk.get_link,groupby,insertion_records.extend,list,logger.exception,logger.warning,make_chunks,next,scope.set_tag,seen_doc_ids.add,sentry_sdk.capture_exception,sentry_sdk.new_scope,set,str,time.sleep,type
46	backend/onyx/server/features/notifications/api.py	get_notifications_api	115	192	14	2	1	2	0	0	0	Depends,NotificationResponse.model_validate,PaginatedNotifications,Query,_check_for_notifications_to_create,_mark_polled_ensures_done,_polled_ensures_due,all,count_notifications,ensure,get_notifications,require_permission,router.get,succeeded.append
46	backend/onyx/server/manage/web_search/api.py	upsert_search_provider_endpoint	93	151	1	2	0	12	0	0	0	Depends,HTTPException,WebSearchProviderType,WebSearchProviderView,admin_router.post,db_session.commit,db_session.execute,db_session.flush,fetch_web_search_provider_by_name,insert,on_conflict_do_update,provider.api_key.get_value,require_permission,upsert_web_search_provider,values
46	backend/onyx/tools/tool_implementations/open_url/open_url_tool.py	OpenURLTool._retrieve_indexed_documents_with_filters	808	863	0	0	4	9	1	0	0	DocumentSectionRequest,IndexedRetrievalResult,append,chunk_map.get,defaultdict,doc_chunks.sort,inference_section_from_chunks,logger.warning,missing.append,sections.append,self._document_index.id_based_retrieval
45	backend/onyx/background/celery/apps/app_base.py	wait_for_document_index_or_shutdown	669	699	0	0	0	7	8	0	0	WorkerShutdown,logger.error,logger.info,wait_for_opensearch_with_timeout,wait_for_vespa_with_timeout
45	backend/onyx/connectors/google_drive/connector.py	GoogleDriveConnector._convert_retrieved_file_to_document	1890	1923	0	3	0	10	0	0	3	ConnectorFailure,EntityFailure,convert_drive_item_to_document,get_file_owners,logger.exception,retrieved_file.drive_file.get
45	backend/onyx/db/document_set.py	check_document_sets_are_public	895	924	0	7	2	3	0	0	0	ConnectorCredentialPair.id.in_,DocumentSet__ConnectorCredentialPair.document_set_id.in_,db_session.query,filter,first,limit,subquery
45	backend/onyx/document_index/vespa/chunk_retrieval.py	_get_chunks_via_batch_search	600	631	0	0	3	6	5	0	0	YQL_BASE.format,build_vespa_filters,build_vespa_id_based_retrieval_yql,chunk_requests.pop,inference_chunks.sort,query_vespa
45	backend/onyx/indexing/port_reembed.py	recover_embedding_input	152	184	0	0	0	13	2	0	0	_semantic_tail_was_embedded,chunk.content.removesuffix,rebuild_semantic_tail
44	backend/onyx/connectors/google_drive/doc_conversion.py	build_slim_document	949	999	0	6	0	5	0	0	5	SlimDocument,_get_external_access_for_raw_gdrive_file,cast,created_time.replace,datetime.fromisoformat,file.get,get,get_drive_service,onyx_document_id_from_drive_file
44	backend/onyx/document_index/opensearch/opensearch_document_index.py	OpenSearchDocumentIndex.verify_and_create_index_if_necessary	332	405	7	0	0	7	3	0	0	DocumentSchema.get_document_schema,DocumentSchema.get_index_settings_based_on_environment,OpenSearchIndexWriteBlockedError,is_cluster_block_error,logger.debug,logger.error,redis_shared_lock,self._client.create_index,self._client.index_exists,self._client.put_mapping,set_cluster_state
44	backend/onyx/federated_connectors/slack/federated_connector.py	SlackFederatedConnector.entities_schema	61	124	2	0	0	13	0	0	1	EntityField
44	backend/onyx/server/features/projects/api.py	delete_user_file	518	575	13	2	1	1	1	0	0	Depends,HTTPException,UserFileDeleteResult,bg_tasks.add_task,client_app.send_task,db_session.commit,db_session.query,filter,get_current_tenant_id,len,logger.info,one_or_none,require_permission,router.delete,str
44	backend/onyx/server/oidc_multi.py	oidc_login_for_provider	315	379	2	9	0	1	0	0	1	Depends,JSONResponse,OAuth2AuthorizeResponse,_callback_uri,_get_oauth_client,_pkce_enabled,_resolve_oidc_provider,_set_oauth_cookie,client.get_authorization_url,generate_csrf_token,generate_pkce_pair,generate_state_token,get_current_tenant_id,get_pkce_cookie_name,model_dump,request.query_params.get,router.get,sanitize_next_url
44	backend/onyx/setup.py	setup_vespa_multitenant	370	406	4	0	0	1	11	0	0	len,logger.error,logger.notice,range,register_multitenant_vespa_indices,time.sleep
43	backend/onyx/background/celery/tasks/user_file_processing/tasks.py	_index_user_file_to_secondary	476	545	11	0	0	6	1	0	0	DefaultIndexingEmbedder.from_db_search_settings,HttpxPool.get,RuntimeError,UserFileIndexingAdapter,_as_uuid,db_session.get,get_all_document_indices,get_session_with_current_tenant,len,run_indexing_pipeline,task_logger.info
43	backend/onyx/connectors/google_drive/connector.py	GoogleDriveConnector._extract_slim_docs_from_google_drive	2073	2152	0	8	0	2	0	0	5	PermissionSyncContext,RuntimeError,_yield_slim_batch,build_slim_document,callback.progress,callback.should_stop,files_batch.append,has_link_only_permission,len,result.extend,self._fetch_drive_items,self._get_new_ancestors_for_files,slim_batch.extend
43	backend/onyx/connectors/google_drive/file_retrieval.py	get_all_files_in_my_drive_and_shared	608	663	2	0	0	13	0	0	0	_get_fields_for_file_type,_resolve_file_shortcuts,execute_paginated_retrieval,execute_paginated_retrieval_with_max_pages,generate_time_range_filter,get_root_folder_id,logger.info,service.files,update_traversed_ids_func
43	backend/onyx/context/search/retrieval/search_runner.py	inference_sections_from_ids	167	209	1	2	3	5	2	0	0	DocumentSectionRequest,IndexFilters,append,chunks_by_doc_id.setdefault,chunks_by_doc_id.values,document_index.id_based_retrieval,inference_section_from_chunks,set
43	backend/onyx/db/input_prompt.py	fetch_input_prompt_by_id	145	163	8	0	0	6	0	0	9	HTTPException,db_session.scalar,query.where,select,where
43	backend/onyx/document_index/chunk_content_enrichment.py	cleanup_content_for_chunks	15	104	0	0	0	5	6	0	10	_remove_contextual_rag,_remove_metadata_suffix,_remove_title,chunk.content.endswith,chunk.content.removesuffix,chunk.content.split,chunk.content.startswith,chunk.to_inference_chunk,len,lstrip,rstrip
43	backend/onyx/tools/fake_tools/research_agent.py	_on_research_agent_timeout	648	670	0	0	0	14	0	0	1	ResearchAgentCallResult,logger.warning,research_agent_call.tool_args.get
42	backend/onyx/background/indexing/run_docfetching.py	_check_connector_and_attempt_status	285	325	0	9	0	2	0	0	0	ConnectorStopSignal,RuntimeError,cc_pair_loop.status.value.lower,get_connector_credential_pair_from_id,get_index_attempt
42	backend/onyx/chat/citation_processor.py	DynamicCitationProcessor.update_citation_mapping	215	246	0	0	2	6	0	0	16	citation_mapping.items,citation_mapping.keys,self.citation_to_doc.keys,self.citation_to_doc.update,set
42	backend/onyx/connectors/teams/connector.py	TeamsConnector.validate_connector_settings	128	198	0	6	0	6	0	0	0	ConnectorMissingCredentialError,ConnectorValidationError,CredentialExpiredError,InsufficientPermissionsError,RuntimeError,UnexpectedValidationError,_has_odata_incompatible_chars,len,logger.info,lower,run_with_timeout,self.graph_client.teams.get,str,top,validation_query.execute_query
